Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-6127,2021-03-17,2022-06-26,CUST-686,Eve,Home Office,Texas,Central,PROD-374,Office Supplies,Desk,Laptop Model Z,1351.84,1,0.23,-215.72
ORD-3052,2023-04-04,2022-05-03,CUST-232,Alice,Consumer,Illinois,Central,PROD-356,Office Supplies,Tablet,Desk Model X,472.01,2,0.07,18.34
ORD-8529,2023-11-28,2022-07-27,CUST-355,Alice,Consumer,New York,South,PROD-834,Technology,Desk,Printer Model X,115.75,7,0.15,-0.7
ORD-8147,2022-07-20,2023-04-21,CUST-549,Bob,Home Office,Illinois,West,PROD-117,Technology,Printer,Pen Model X,545.14,4,0.29,-86.63
ORD-5368,2022-09-09,2022-10-24,CUST-820,Frank,Consumer,New York,South,PROD-980,Office Supplies,Printer,Pen Model X,84.97,3,0.16,-8.91
ORD-5517,2022-01-16,2022-02-10,CUST-503,Bob,Home Office,Florida,South,PROD-515,Technology,Printer,Pen Model Z,1251.79,5,0.13,-12.02
ORD-3312,2023-04-28,2022-10-20,CUST-754,Charlie,Consumer,Illinois,Central,PROD-326,Furniture,Laptop,Desk Model Z,893.51,5,0.01,91.85
ORD-6577,2021-10-30,2024-01-10,CUST-679,Grace,Corporate,Illinois,Central,PROD-323,Technology,Notebook,Desk Model X,714.68,3,0.17,-57.64
ORD-9973,2023-01-26,2023-08-08,CUST-153,Alice,Home Office,New York,Central,PROD-414,Furniture,Monitor,Laptop Model X,552.57,1,0.28,-73.28
ORD-2244,2021-06-13,2021-01-16,CUST-878,Frank,Consumer,California,East,PROD-164,Furniture,Pen,Tablet Model Y,638.13,4,0.27,-50.43
ORD-3416,2021-04-11,2023-09-03,CUST-506,Charlie,Consumer,Texas,West,PROD-879,Technology,Printer,Notebook Model Y,1186.0,6,0.21,-65.15
ORD-7490,2023-06-17,2023-12-01,CUST-484,Charlie,Home Office,New York,South,PROD-272,Office Supplies,Monitor,Monitor Model Y,286.42,4,0.1,-6.6
ORD-7168,2023-02-22,2021-11-04,CUST-341,Diana,Home Office,Illinois,East,PROD-763,Furniture,Printer,Pen Model Z,125.73,1,0.22,-9.09
ORD-6839,2022-01-03,2022-12-07,CUST-146,Bob,Home Office,New York,East,PROD-537,Technology,Tablet,Chair Model Y,851.35,2,0.17,-82.84
ORD-9608,2022-12-28,2022-02-02,CUST-214,Charlie,Home Office,New York,East,PROD-871,Furniture,Desk,Tablet Model Z,1291.18,8,0.17,-49.09
ORD-9406,2022-01-07,2022-11-10,CUST-807,Diana,Home Office,Illinois,Central,PROD-178,Office Supplies,Chair,Chair Model Z,852.11,5,0.25,-47.52
ORD-8097,2023-05-12,2023-08-29,CUST-905,Diana,Home Office,Illinois,East,PROD-323,Office Supplies,Laptop,Laptop Model Z,1198.31,3,0.07,150.66
ORD-6009,2021-10-07,2023-05-16,CUST-229,Frank,Corporate,California,West,PROD-379,Office Supplies,Tablet,Laptop Model Z,1341.28,2,0.17,16.74
ORD-2582,2021-11-12,2021-07-31,CUST-656,Bob,Corporate,California,East,PROD-122,Furniture,Tablet,Laptop Model Y,133.79,6,0.18,-10.02
ORD-9924,2023-03-27,2022-02-04,CUST-254,Bob,Home Office,California,East,PROD-444,Furniture,Monitor,Printer Model X,891.99,6,0.28,-110.83
ORD-8876,2021-05-31,2021-09-16,CUST-594,Alice,Consumer,Illinois,South,PROD-829,Furniture,Tablet,Chair Model X,1252.48,4,0.01,82.0
ORD-3427,2023-10-06,2021-04-26,CUST-928,Charlie,Corporate,Florida,West,PROD-376,Office Supplies,Laptop,Tablet Model X,972.44,4,0.14,48.17
ORD-6721,2022-10-31,2021-12-01,CUST-181,Diana,Corporate,California,Central,PROD-809,Technology,Notebook,Notebook Model Y,895.48,4,0.08,34.27
ORD-9423,2022-02-11,2021-12-16,CUST-878,Alice,Consumer,Texas,South,PROD-249,Furniture,Notebook,Tablet Model X,1186.35,3,0.25,-136.07
ORD-5930,2021-10-14,2021-08-22,CUST-768,Frank,Corporate,Florida,South,PROD-733,Technology,Printer,Desk Model Y,1066.75,1,0.09,18.92
ORD-5353,2023-07-06,2022-03-26,CUST-124,Charlie,Corporate,California,South,PROD-208,Furniture,Desk,Desk Model Y,762.4,9,0.08,24.54
ORD-8832,2022-05-07,2024-01-07,CUST-433,Charlie,Home Office,Texas,East,PROD-842,Technology,Laptop,Pen Model Y,85.17,9,0.2,-7.99
ORD-6375,2023-10-30,2023-04-09,CUST-281,Alice,Corporate,Illinois,West,PROD-840,Furniture,Desk,Notebook Model X,927.74,7,0.09,29.14
ORD-1402,2023-01-08,2022-09-01,CUST-531,Diana,Corporate,Texas,East,PROD-814,Technology,Tablet,Desk Model X,335.5,3,0.12,19.77
ORD-7567,2021-05-11,2021-04-09,CUST-273,Alice,Corporate,California,South,PROD-904,Technology,Laptop,Laptop Model X,396.05,2,0.01,66.04
ORD-5865,2023-09-24,2022-07-23,CUST-908,Charlie,Home Office,New York,East,PROD-385,Office Supplies,Pen,Tablet Model Z,1025.73,4,0.11,-9.65
ORD-9146,2022-05-13,2022-04-08,CUST-140,Alice,Consumer,New York,Central,PROD-386,Office Supplies,Monitor,Chair Model Y,690.58,9,0.21,-98.68
ORD-1064,2022-09-14,2022-05-16,CUST-544,Alice,Consumer,Texas,West,PROD-388,Furniture,Desk,Laptop Model Z,1080.83,9,0.17,-56.8
ORD-3237,2023-06-08,2022-09-24,CUST-968,Frank,Consumer,Illinois,South,PROD-976,Technology,Monitor,Printer Model Y,600.99,7,0.04,6.5
ORD-8770,2021-12-20,2023-11-29,CUST-494,Charlie,Consumer,Florida,South,PROD-175,Office Supplies,Chair,Desk Model X,1307.65,4,0.25,-114.8
ORD-1172,2021-09-28,2023-12-12,CUST-387,Bob,Corporate,New York,East,PROD-510,Technology,Desk,Laptop Model Y,652.06,9,0.1,-32.34
ORD-8935,2022-03-08,2021-05-08,CUST-660,Frank,Home Office,Florida,East,PROD-349,Technology,Chair,Laptop Model Y,750.86,6,0.26,-134.44
ORD-3675,2023-01-09,2022-04-23,CUST-361,Grace,Home Office,Illinois,South,PROD-177,Office Supplies,Tablet,Printer Model Z,206.88,2,0.25,-36.71
ORD-5005,2022-04-17,2022-12-25,CUST-855,Diana,Corporate,New York,South,PROD-866,Office Supplies,Desk,Monitor Model Y,765.28,5,0.04,107.91
ORD-7544,2022-05-23,2022-03-13,CUST-156,Charlie,Consumer,Illinois,West,PROD-984,Furniture,Printer,Tablet Model X,374.9,4,0.27,-26.27
ORD-9829,2021-02-24,2021-03-27,CUST-105,Frank,Home Office,California,East,PROD-413,Furniture,Chair,Chair Model Y,1149.21,2,0.02,59.68
ORD-1948,2021-02-06,2023-02-26,CUST-658,Grace,Corporate,Florida,Central,PROD-996,Technology,Printer,Pen Model Y,1076.79,2,0.12,16.47
ORD-2694,2023-06-19,2021-01-28,CUST-674,Frank,Corporate,California,West,PROD-675,Office Supplies,Desk,Monitor Model Y,43.45,6,0.05,5.38
ORD-5757,2021-02-24,2023-05-11,CUST-678,Bob,Corporate,Illinois,Central,PROD-208,Technology,Desk,Desk Model Z,750.84,6,0.04,47.2
ORD-7282,2022-06-08,2021-03-14,CUST-794,Alice,Corporate,Illinois,West,PROD-725,Technology,Tablet,Laptop Model Y,87.18,9,0.03,5.08
ORD-1142,2023-07-04,2022-08-12,CUST-261,Bob,Home Office,Texas,South,PROD-980,Technology,Printer,Notebook Model Y,862.54,9,0.0,80.81
ORD-7001,2022-04-08,2023-10-28,CUST-396,Charlie,Corporate,Texas,East,PROD-939,Furniture,Monitor,Printer Model Z,1354.43,6,0.24,-191.74
ORD-7652,2022-11-28,2021-06-02,CUST-716,Frank,Home Office,New York,West,PROD-427,Office Supplies,Laptop,Printer Model Z,1303.41,1,0.08,11.03
ORD-5581,2022-12-17,2022-08-07,CUST-874,Frank,Corporate,California,South,PROD-331,Technology,Monitor,Notebook Model Z,380.85,3,0.0,22.86
ORD-6087,2023-10-28,2021-02-27,CUST-156,Charlie,Corporate,California,South,PROD-576,Office Supplies,Notebook,Tablet Model Z,227.37,2,0.07,26.8
ORD-2460,2023-01-02,2022-03-03,CUST-627,Grace,Home Office,Illinois,West,PROD-637,Technology,Laptop,Monitor Model X,1190.78,7,0.02,196.48
ORD-4887,2023-09-16,2021-05-23,CUST-158,Alice,Corporate,Texas,West,PROD-957,Furniture,Laptop,Pen Model X,828.35,1,0.01,139.04
ORD-9484,2021-07-31,2022-07-23,CUST-265,Grace,Consumer,Florida,East,PROD-788,Office Supplies,Laptop,Tablet Model Y,647.27,4,0.24,-48.52
ORD-1837,2023-01-24,2023-11-06,CUST-861,Frank,Home Office,Illinois,South,PROD-527,Technology,Notebook,Notebook Model X,1219.54,1,0.0,197.85
ORD-6846,2022-03-12,2023-10-30,CUST-645,Charlie,Home Office,California,South,PROD-654,Technology,Desk,Laptop Model Y,393.72,3,0.26,-40.99
ORD-9463,2021-03-25,2023-12-14,CUST-145,Grace,Corporate,California,East,PROD-148,Office Supplies,Pen,Notebook Model X,352.42,4,0.06,41.53
ORD-3369,2023-02-18,2021-05-18,CUST-910,Eve,Home Office,Illinois,South,PROD-279,Technology,Notebook,Tablet Model Z,925.66,6,0.29,-214.58
ORD-9997,2023-04-14,2021-06-24,CUST-146,Bob,Home Office,Illinois,Central,PROD-426,Office Supplies,Printer,Chair Model Z,423.43,1,0.23,-27.33
ORD-4174,2022-04-06,2023-05-11,CUST-489,Eve,Consumer,Illinois,South,PROD-771,Office Supplies,Tablet,Printer Model X,651.65,1,0.07,71.85
ORD-6985,2021-06-26,2021-08-08,CUST-351,Eve,Home Office,California,Central,PROD-717,Furniture,Tablet,Printer Model X,693.13,6,0.09,39.73
ORD-1882,2021-11-08,2021-09-13,CUST-265,Bob,Consumer,Florida,East,PROD-922,Office Supplies,Tablet,Desk Model Y,323.44,9,0.08,31.47
ORD-4171,2021-07-05,2023-03-24,CUST-467,Charlie,Home Office,California,East,PROD-212,Office Supplies,Printer,Desk Model Y,111.29,6,0.07,2.74
ORD-3040,2021-09-03,2021-09-28,CUST-478,Bob,Consumer,Illinois,West,PROD-349,Office Supplies,Desk,Notebook Model Y,1154.68,2,0.07,39.52
ORD-7732,2023-10-14,2021-08-13,CUST-416,Alice,Home Office,Texas,East,PROD-629,Technology,Chair,Pen Model Z,1179.71,2,0.18,-45.39
ORD-7372,2022-01-19,2023-06-03,CUST-231,Eve,Home Office,Florida,Central,PROD-222,Office Supplies,Pen,Laptop Model Z,905.59,2,0.2,-116.6
ORD-6985,2023-12-02,2022-08-28,CUST-488,Frank,Consumer,New York,East,PROD-896,Furniture,Chair,Chair Model Z,239.94,5,0.06,4.48
ORD-8562,2021-10-12,2022-12-03,CUST-681,Eve,Consumer,California,Central,PROD-771,Office Supplies,Tablet,Monitor Model Z,724.8,1,0.25,-36.9
ORD-6900,2023-09-07,2023-07-10,CUST-671,Grace,Consumer,Florida,East,PROD-281,Technology,Desk,Tablet Model Y,283.29,5,0.23,-17.53
ORD-8965,2023-09-15,2021-03-15,CUST-816,Charlie,Home Office,Florida,South,PROD-596,Furniture,Monitor,Pen Model Z,1324.28,8,0.15,-110.01
ORD-6316,2021-10-27,2023-06-18,CUST-849,Bob,Corporate,Illinois,East,PROD-695,Office Supplies,Printer,Laptop Model Z,1051.99,9,0.04,28.93
ORD-9465,2023-06-20,2023-08-06,CUST-955,Frank,Corporate,Florida,West,PROD-898,Technology,Monitor,Desk Model Z,66.44,7,0.12,-0.74
ORD-1589,2023-05-24,2022-06-28,CUST-447,Grace,Home Office,California,Central,PROD-782,Office Supplies,Printer,Notebook Model Z,22.47,2,0.12,1.79
ORD-9774,2022-05-01,2022-09-24,CUST-944,Diana,Home Office,Texas,East,PROD-780,Office Supplies,Desk,Tablet Model X,1475.97,5,0.27,-108.84
ORD-6063,2022-03-12,2023-03-07,CUST-717,Frank,Consumer,Florida,South,PROD-910,Furniture,Chair,Desk Model Y,78.97,4,0.26,-10.98
ORD-4633,2023-03-17,2023-05-29,CUST-596,Charlie,Consumer,California,West,PROD-235,Office Supplies,Desk,Notebook Model Y,1301.47,3,0.01,138.33
ORD-2990,2021-06-30,2023-01-28,CUST-795,Charlie,Consumer,Illinois,South,PROD-736,Office Supplies,Notebook,Tablet Model Z,1434.61,7,0.0,198.52
ORD-7515,2023-06-02,2022-09-11,CUST-949,Charlie,Corporate,Florida,West,PROD-620,Furniture,Pen,Monitor Model X,475.99,2,0.23,-38.42
ORD-2258,2023-05-27,2021-07-18,CUST-610,Grace,Home Office,New York,South,PROD-689,Technology,Monitor,Laptop Model Y,819.4,4,0.03,48.94
ORD-3866,2022-11-25,2022-05-09,CUST-618,Bob,Home Office,New York,South,PROD-529,Office Supplies,Notebook,Tablet Model Y,978.16,8,0.06,15.28
ORD-4738,2021-12-06,2021-03-24,CUST-551,Charlie,Corporate,Texas,Central,PROD-644,Office Supplies,Chair,Chair Model Z,790.23,2,0.28,-84.94
ORD-1571,2022-05-06,2022-01-10,CUST-642,Grace,Consumer,Illinois,South,PROD-413,Office Supplies,Printer,Pen Model Z,335.99,5,0.11,-2.31
ORD-9736,2022-05-10,2022-05-17,CUST-315,Alice,Consumer,California,West,PROD-178,Furniture,Chair,Printer Model Y,880.23,6,0.25,-170.88
ORD-5222,2022-12-31,2021-12-24,CUST-569,Alice,Consumer,Florida,South,PROD-321,Office Supplies,Pen,Chair Model Y,402.83,7,0.05,51.82
ORD-1637,2022-04-01,2022-08-04,CUST-952,Eve,Consumer,California,Central,PROD-449,Technology,Chair,Chair Model X,264.23,8,0.2,-10.52
ORD-9232,2021-04-15,2021-10-28,CUST-403,Eve,Corporate,New York,South,PROD-331,Furniture,Tablet,Pen Model Y,768.18,2,0.19,-24.44
ORD-5882,2022-12-20,2022-10-09,CUST-397,Bob,Consumer,Illinois,Central,PROD-182,Office Supplies,Tablet,Printer Model Y,570.56,7,0.22,-41.23
ORD-5392,2022-03-15,2021-05-01,CUST-445,Diana,Consumer,California,Central,PROD-403,Furniture,Laptop,Chair Model Z,60.57,9,0.09,1.34
ORD-4672,2022-10-13,2021-07-06,CUST-385,Eve,Corporate,Florida,West,PROD-973,Furniture,Chair,Tablet Model Y,1425.52,8,0.04,204.15
ORD-8257,2022-05-24,2022-08-08,CUST-984,Eve,Consumer,Illinois,South,PROD-750,Office Supplies,Pen,Tablet Model Z,78.54,2,0.02,6.66
ORD-5711,2021-09-08,2021-11-05,CUST-225,Eve,Corporate,Florida,West,PROD-995,Technology,Monitor,Tablet Model Y,1356.37,9,0.2,-148.96
ORD-6643,2023-08-23,2021-08-23,CUST-150,Frank,Consumer,Florida,Central,PROD-584,Office Supplies,Pen,Printer Model Y,300.81,7,0.2,-20.77
ORD-1159,2021-02-16,2023-11-02,CUST-518,Grace,Home Office,Illinois,West,PROD-429,Furniture,Desk,Chair Model Y,229.96,9,0.01,25.19
ORD-6938,2023-05-29,2021-06-25,CUST-801,Eve,Consumer,Illinois,West,PROD-979,Office Supplies,Chair,Notebook Model X,122.36,6,0.18,-15.29
ORD-1580,2023-10-15,2023-02-13,CUST-150,Charlie,Home Office,Florida,Central,PROD-739,Furniture,Monitor,Printer Model Z,650.04,8,0.04,34.48
ORD-9411,2023-02-14,2022-10-06,CUST-570,Eve,Corporate,New York,Central,PROD-455,Office Supplies,Pen,Tablet Model X,888.56,3,0.01,86.37
ORD-8586,2023-06-04,2023-07-01,CUST-475,Frank,Consumer,Florida,West,PROD-544,Office Supplies,Tablet,Pen Model Y,1357.53,7,0.16,11.92
ORD-5474,2021-03-05,2023-10-24,CUST-464,Bob,Consumer,Illinois,South,PROD-187,Office Supplies,Chair,Chair Model X,1179.95,5,0.07,46.75
ORD-8073,2021-11-16,2023-02-01,CUST-331,Frank,Consumer,Texas,Central,PROD-370,Technology,Laptop,Chair Model Z,256.24,5,0.16,7.93
ORD-6059,2023-05-10,2021-07-02,CUST-789,Charlie,Home Office,California,Central,PROD-640,Technology,Notebook,Desk Model Y,268.23,7,0.22,-15.8
ORD-5328,2023-02-19,2023-08-01,CUST-769,Frank,Consumer,Florida,South,PROD-842,Technology,Printer,Desk Model X,32.08,1,0.28,-3.44
ORD-2394,2021-01-29,2021-12-17,CUST-758,Charlie,Corporate,California,East,PROD-254,Technology,Notebook,Monitor Model X,1037.98,2,0.1,86.76
ORD-1921,2022-03-13,2022-10-02,CUST-579,Bob,Consumer,Florida,Central,PROD-887,Office Supplies,Tablet,Notebook Model Z,45.87,5,0.13,-2.32
ORD-3773,2023-02-02,2021-08-14,CUST-405,Diana,Corporate,Florida,East,PROD-113,Technology,Notebook,Notebook Model X,225.05,6,0.05,27.09
ORD-5462,2023-01-06,2021-10-14,CUST-537,Eve,Home Office,Texas,South,PROD-608,Office Supplies,Tablet,Laptop Model Z,959.13,6,0.22,-135.26
ORD-5576,2023-12-07,2021-07-13,CUST-350,Alice,Corporate,Illinois,South,PROD-648,Furniture,Pen,Notebook Model Y,242.4,6,0.25,-28.5
ORD-4434,2022-03-27,2022-11-03,CUST-950,Diana,Home Office,New York,South,PROD-583,Furniture,Monitor,Desk Model Y,246.76,7,0.21,-28.15
ORD-7733,2022-09-25,2022-11-24,CUST-441,Eve,Home Office,Illinois,South,PROD-968,Technology,Printer,Printer Model X,366.32,2,0.13,-1.96
ORD-2865,2023-12-13,2022-06-23,CUST-231,Alice,Home Office,California,West,PROD-315,Technology,Notebook,Notebook Model Y,590.19,9,0.17,-52.15
ORD-1724,2021-08-21,2022-09-05,CUST-848,Charlie,Corporate,California,West,PROD-148,Office Supplies,Pen,Desk Model Y,31.64,3,0.07,3.93
ORD-1711,2021-07-19,2023-06-21,CUST-623,Frank,Corporate,Florida,East,PROD-846,Office Supplies,Tablet,Monitor Model X,1124.17,9,0.22,-78.81
ORD-8710,2022-11-05,2021-02-21,CUST-754,Charlie,Corporate,Illinois,South,PROD-541,Furniture,Laptop,Chair Model Y,1165.26,8,0.2,-130.96
ORD-6080,2022-07-03,2021-05-09,CUST-605,Charlie,Consumer,Texas,East,PROD-861,Office Supplies,Desk,Notebook Model X,562.78,1,0.28,-109.47
ORD-1390,2023-07-26,2023-12-07,CUST-498,Eve,Corporate,New York,East,PROD-114,Technology,Tablet,Monitor Model Z,1201.22,7,0.17,-115.71
ORD-5487,2021-04-07,2021-08-23,CUST-217,Bob,Home Office,Illinois,South,PROD-616,Technology,Chair,Chair Model Z,441.46,6,0.22,-23.59
ORD-9116,2021-02-18,2022-03-25,CUST-160,Charlie,Corporate,Florida,East,PROD-708,Office Supplies,Monitor,Pen Model Z,1478.83,9,0.15,-41.49
ORD-7747,2023-06-15,2022-08-08,CUST-280,Grace,Home Office,California,East,PROD-842,Furniture,Notebook,Pen Model X,608.64,4,0.25,-40.08
ORD-7066,2022-06-06,2022-05-19,CUST-412,Charlie,Corporate,Illinois,East,PROD-912,Furniture,Tablet,Chair Model X,1009.85,2,0.18,-131.11
ORD-5494,2021-02-09,2022-08-31,CUST-364,Charlie,Corporate,California,East,PROD-996,Furniture,Monitor,Notebook Model Y,497.22,5,0.14,-7.71
ORD-4572,2023-07-03,2023-07-12,CUST-128,Frank,Home Office,Florida,West,PROD-402,Technology,Printer,Laptop Model Y,687.23,5,0.04,57.08
ORD-8769,2022-07-07,2021-10-13,CUST-362,Eve,Corporate,California,East,PROD-389,Technology,Notebook,Desk Model Y,974.72,2,0.24,-41.53
ORD-3311,2022-11-07,2023-07-26,CUST-811,Alice,Consumer,Florida,South,PROD-235,Technology,Tablet,Printer Model Y,534.34,2,0.24,-43.41
ORD-7773,2023-02-09,2022-06-29,CUST-716,Diana,Consumer,New York,East,PROD-337,Furniture,Laptop,Printer Model Y,991.76,8,0.09,40.54
ORD-7905,2021-07-30,2021-12-23,CUST-690,Charlie,Home Office,Texas,South,PROD-665,Technology,Notebook,Tablet Model X,236.1,9,0.13,1.7
ORD-4642,2022-03-09,2023-11-28,CUST-755,Diana,Home Office,California,South,PROD-186,Office Supplies,Tablet,Chair Model X,735.95,1,0.12,25.66
ORD-7338,2022-12-08,2021-05-19,CUST-810,Bob,Home Office,Illinois,West,PROD-327,Office Supplies,Desk,Printer Model Z,423.83,6,0.1,37.22
ORD-3609,2022-07-19,2022-09-05,CUST-717,Bob,Consumer,New York,West,PROD-671,Furniture,Laptop,Notebook Model Z,1381.64,6,0.15,-124.94
ORD-7240,2021-05-27,2022-04-03,CUST-438,Grace,Home Office,Texas,East,PROD-904,Furniture,Desk,Laptop Model Z,1240.56,7,0.15,-112.11
ORD-8806,2021-10-09,2021-04-10,CUST-521,Bob,Home Office,Illinois,East,PROD-529,Office Supplies,Tablet,Chair Model Z,741.38,6,0.02,45.1
ORD-1757,2023-01-25,2021-02-06,CUST-188,Charlie,Consumer,Illinois,Central,PROD-373,Furniture,Notebook,Laptop Model X,691.55,1,0.08,25.08
ORD-6086,2023-12-11,2022-09-23,CUST-431,Diana,Home Office,Florida,East,PROD-621,Office Supplies,Laptop,Notebook Model X,1254.3,6,0.02,103.36
ORD-7220,2022-05-10,2022-11-02,CUST-530,Alice,Corporate,Texas,Central,PROD-862,Technology,Laptop,Printer Model X,1041.87,4,0.22,-168.98
ORD-6602,2022-02-13,2023-02-27,CUST-877,Eve,Corporate,Illinois,Central,PROD-679,Office Supplies,Desk,Printer Model Y,1031.31,1,0.22,-82.75
ORD-7121,2021-09-30,2022-11-13,CUST-862,Diana,Corporate,Illinois,West,PROD-810,Furniture,Notebook,Tablet Model Y,831.42,6,0.09,71.9
ORD-9956,2022-04-03,2021-02-25,CUST-251,Eve,Corporate,Illinois,South,PROD-583,Furniture,Notebook,Printer Model Z,1296.29,3,0.17,-144.68
ORD-3725,2021-02-15,2023-10-28,CUST-917,Grace,Consumer,New York,Central,PROD-697,Furniture,Printer,Chair Model Y,300.46,4,0.13,-0.46
ORD-4368,2021-11-07,2023-06-11,CUST-807,Diana,Corporate,Texas,East,PROD-974,Office Supplies,Desk,Notebook Model X,1295.59,8,0.05,190.76
ORD-4497,2022-07-16,2023-10-05,CUST-225,Charlie,Corporate,Florida,Central,PROD-590,Office Supplies,Laptop,Pen Model Z,790.7,8,0.2,-112.64
ORD-9174,2021-11-27,2023-02-08,CUST-142,Alice,Consumer,New York,West,PROD-943,Furniture,Tablet,Notebook Model Z,939.56,3,0.23,-127.63
ORD-6642,2021-01-11,2023-07-08,CUST-520,Charlie,Consumer,New York,Central,PROD-507,Furniture,Tablet,Chair Model Y,1444.38,4,0.1,23.55
ORD-9774,2023-06-27,2022-10-27,CUST-784,Bob,Consumer,New York,Central,PROD-914,Technology,Printer,Chair Model Z,648.26,3,0.15,-47.96
ORD-5766,2023-12-08,2023-04-11,CUST-589,Alice,Corporate,Florida,Central,PROD-136,Technology,Tablet,Tablet Model Y,1008.69,8,0.05,83.4
ORD-5633,2021-01-08,2021-06-20,CUST-665,Frank,Home Office,Florida,Central,PROD-299,Office Supplies,Notebook,Tablet Model Y,792.75,3,0.02,125.1
ORD-2821,2023-09-11,2021-09-07,CUST-352,Frank,Home Office,New York,Central,PROD-567,Technology,Laptop,Printer Model Z,1398.78,3,0.08,34.85
ORD-2185,2022-07-20,2022-10-25,CUST-910,Diana,Corporate,New York,Central,PROD-142,Technology,Tablet,Monitor Model Y,741.72,6,0.25,-147.37
ORD-2637,2021-09-30,2021-07-30,CUST-807,Grace,Home Office,California,Central,PROD-309,Office Supplies,Laptop,Notebook Model Y,399.08,3,0.23,-35.1
ORD-8236,2023-07-30,2023-07-02,CUST-583,Charlie,Home Office,Florida,West,PROD-380,Technology,Notebook,Notebook Model Y,734.44,5,0.07,82.51
ORD-9380,2023-06-20,2023-01-11,CUST-392,Eve,Consumer,Illinois,East,PROD-853,Office Supplies,Notebook,Monitor Model Y,1376.8,4,0.02,205.17
ORD-2746,2021-05-11,2021-05-22,CUST-316,Charlie,Corporate,Texas,West,PROD-954,Furniture,Tablet,Tablet Model Z,761.06,1,0.25,-77.93
ORD-6797,2022-12-25,2022-09-25,CUST-268,Charlie,Corporate,Texas,Central,PROD-585,Technology,Printer,Printer Model X,236.29,7,0.19,-5.59
ORD-9089,2022-09-26,2023-03-17,CUST-833,Diana,Home Office,Texas,Central,PROD-757,Office Supplies,Notebook,Monitor Model X,821.58,6,0.03,56.17
ORD-3620,2021-04-24,2021-06-30,CUST-739,Diana,Corporate,New York,South,PROD-863,Office Supplies,Tablet,Printer Model Y,593.65,1,0.21,-51.73
ORD-8597,2022-06-16,2023-07-10,CUST-484,Bob,Consumer,Florida,West,PROD-401,Office Supplies,Monitor,Printer Model Y,981.67,4,0.16,-51.34
ORD-9002,2023-11-11,2022-09-30,CUST-960,Grace,Home Office,California,Central,PROD-814,Technology,Monitor,Printer Model Y,377.2,9,0.04,6.03
ORD-7107,2021-02-02,2023-01-25,CUST-115,Alice,Consumer,California,South,PROD-266,Office Supplies,Pen,Desk Model X,496.99,7,0.01,38.17
ORD-3793,2021-05-13,2023-09-15,CUST-136,Charlie,Home Office,Texas,West,PROD-433,Office Supplies,Notebook,Chair Model Y,784.53,3,0.25,-98.44
ORD-3500,2023-07-09,2023-11-08,CUST-520,Eve,Corporate,Illinois,Central,PROD-979,Technology,Laptop,Printer Model Z,195.06,7,0.09,11.08
ORD-9361,2023-09-02,2023-11-07,CUST-395,Frank,Consumer,Illinois,South,PROD-353,Office Supplies,Chair,Desk Model Z,331.55,1,0.16,-35.51
ORD-5925,2021-01-26,2022-01-21,CUST-534,Frank,Consumer,Illinois,South,PROD-953,Office Supplies,Laptop,Tablet Model Z,1205.99,5,0.04,179.72
ORD-2080,2022-08-24,2023-06-13,CUST-419,Diana,Consumer,Illinois,Central,PROD-336,Technology,Tablet,Monitor Model X,1410.04,1,0.2,-85.16
ORD-5864,2022-06-29,2023-09-15,CUST-836,Diana,Home Office,California,East,PROD-521,Technology,Monitor,Chair Model Y,1454.91,4,0.02,225.75
ORD-5453,2021-01-18,2023-02-09,CUST-725,Bob,Home Office,California,Central,PROD-794,Furniture,Tablet,Pen Model Y,1407.15,2,0.25,-242.48
ORD-3248,2023-07-23,2023-03-04,CUST-633,Alice,Consumer,Florida,South,PROD-434,Furniture,Laptop,Monitor Model Y,1414.19,2,0.17,-36.59
ORD-2325,2021-10-16,2021-02-16,CUST-398,Frank,Consumer,California,East,PROD-872,Office Supplies,Pen,Chair Model X,1235.22,6,0.03,39.72
ORD-4873,2023-11-17,2022-05-20,CUST-673,Bob,Home Office,Florida,East,PROD-212,Furniture,Desk,Pen Model X,1108.71,8,0.17,-57.76
ORD-2688,2023-03-28,2023-04-11,CUST-793,Diana,Corporate,Florida,West,PROD-488,Office Supplies,Monitor,Monitor Model X,363.12,9,0.13,8.93
ORD-3985,2021-04-18,2022-06-10,CUST-896,Grace,Corporate,New York,East,PROD-988,Office Supplies,Pen,Chair Model X,673.76,6,0.08,46.61
ORD-3076,2023-08-31,2023-09-07,CUST-115,Eve,Consumer,California,South,PROD-789,Furniture,Monitor,Monitor Model Z,608.99,3,0.2,-70.01
ORD-2461,2023-08-06,2022-07-12,CUST-494,Bob,Corporate,Illinois,South,PROD-909,Technology,Desk,Monitor Model X,1100.91,3,0.24,-190.83
ORD-1072,2023-01-08,2021-02-17,CUST-376,Grace,Home Office,Texas,West,PROD-502,Technology,Chair,Pen Model X,723.57,3,0.04,45.82
ORD-7030,2021-11-20,2022-06-13,CUST-748,Charlie,Corporate,Florida,South,PROD-773,Furniture,Pen,Monitor Model X,553.06,3,0.08,34.05
ORD-5611,2023-05-17,2021-04-18,CUST-382,Diana,Home Office,Texas,South,PROD-408,Office Supplies,Chair,Monitor Model Y,1224.83,9,0.05,16.46
